Comment,Class
买来送给男票作生日礼物的，旅游前一天收到的，想着正好用来拍照。优点：外观时尚，曲屏有点3d效果（看图片时），新功能多。缺点：曲屏太敏感不小心就连续拍照。遗憾：收到货打开时发现屏幕左上方一个小坑&hellip;&hellip;开机后也有&hellip;&hellip;由于第二天早晨的机票一周后才回京，考虑到退换时间限制，没招儿就认了,0
买的时候是有显示赠品的，寄过来的时候就只有一个手机，而且包装简陋，一点防震措施都没有,0
买的时候赠品明明看到有SD卡，但是下订单出来结果是没有的！大家自己买的时候看清楚了,0
买的骚绿 蛮像是没的说 手感一般 曲面处捏着会误操作 还需多加练习姿势 屏幕很细腻 续航就不说了 怪不得送移动电源 很人性化呀 总之除了好看还是好看 不是街机,0
"买贵了,曲面屏容易进灰,",0
买过来就有外伤，明显是一部旧手机,0
"买这个主要是图个颜值
但是
三星的优化真的做得太差了
微信经常黑屏
想退了都",0
亏大了，白条付款的时候，只选择使用XX期免息券是没用的，还要再选一下分期期数，24期免息券白白浪费了。,0
五六千的手机，信号不好，也是醉了！,0
五千多块买的个暖手宝，我该高兴吗？,0
五星的硬件 一星的系统 从iPhone到魅族 锤子 我不是没用过安卓机 我是没用过这么烂的安卓机 一到手bug几十个 真的要疯了,0
五月下旬买的，618当天废了，黄屏花屏，百度说温度差导致烧主板。619给京东售后，705修好到手。修的不太如人意，暗光下屏幕仍旧偏黄，售后维修单上也不标注原因，只写了更换屏幕一类的。一星给快递，两星给售后。最后一次买三星手机！,0
"交了618定金，最早预定的，交了618定金，说好13号到货，结果没货，刚收到货，618又多了好多赠品，这不是玩人么？
第一次买送过来有残次，换了一个，用了好几天时间。。   太慢了。",0
产品还是挺好的，为什么一直没有4G网，我的苹果有华为有，一天时间都显示3G网，为么,0
京东！！！！！！！！！？,0
京东Sb预定的不发货 你大爷,0
京东不是说7天无理由退换货，我的三星帐户邮箱填写错了，让我一直去验证错误的那个，这也应该给我退换货呀。可是京东售后打电话说不解除三星帐户就不给退换货。烂京东！！！京东，你能在这方面加强吗？否则人们怎么信任你呢。,0
京东不错，手机有个白点,0
京东各方面ok，手机素质也不错，两星给的是三星的垃圾软件系统，内置太多诸如搜狗输入法，百度lbs，微信wifi的&ldquo;中国特色&rdquo;服务，却完全不给用户选择google服务框架的权利，各种游戏，app运行不了你是在逗我？如果 root了不给修，Samsung pay用不了你是在逗我？ 还有那个息屏提示是什么鬼插件，刚毕业的开发的？ 自带的app store是个什么垃圾？ 你们能在软件上花点心思好么，不求能比苹果，Google，但起码也要有小米的水准啊&hellip;&hellip; 总之三星的软件部门是坨屎，没错，我就是这个意思,0
京东啊京东，你们也太抠了，别的颜色都送无线充电，买绿色的连个壳子也不给了 这么贵的手机 在京东买了还要我自己买手机壳？ 手机很轻，刚用上，还没仔细体验，外观惊艳，刚用安卓不适应。,0
京东太恶心，莫名给退单,0
京东广告明明写的是双卡双待，但到手只是单卡。虽该款手机我经官网查询的确如此，烦请京东修正广告词。,0
京东服务还可以，对着手机真的无语，第一部中框跟屏幕缝隙大，售后换了一台，今天刚到，又发现后盖底部跟中框缝隙大，之前用的 Galaxy note5它的做工完全秒杀s7，的论坛看了很多都是这问题，想想还是算了。,0
京东没有客服吗？,0
京东活动价5288，活动后4888，擦不搞活动反而更便宜了，谁tm给我一个合理的解释？,0
京东物流挺快的，才二十二小时货到了，但是物流外包装严重变型，打开查看手机表面看不出问题，还没充电不知能否开机，五千多的东西，唉！,0
京东物流没话说，非常棒，客服差的一笔，一问三不知，费老劲了，,0
"京东的服务我就不说了，一直挺不错。
重点说手机，用了个把月，误触什么就不说了，买之前就知道难免，这得接受。优点也不说，相机，速度等等大家都知道。
第一个，手机通话质量差。这是最突出的问题，在办公地点，之前用的其他手机都没这问题，edge除非开了高清语音功能，通话质量是可以，一个朋友也是同型号，之前没开通高清语音经常提示漏接，而且高清语音也就移动才有，我移动联通双卡这功能就不能使用了。
第二个，系统出现自动跳屏，卡屏。有时准备接听电话时，拉了没反应，只能先按电源键息屏再亮屏才能拉动。跳屏出现比较少，出现时就看到手机自动跳转运行，真是&ldquo;智能&rdquo;。
第三个，手机ui真的丑。无论如何说edge外观多么博人眼球，ui真的是不敢恭维，这点不如国产手机做得用心。别说换主题，主题商店里面的都是丑得出翔的。
如果对ui有要求，就不建议购买了，毕竟和其他手机相比，相机、系统速度其实平常使用看不出差距的，并不值得这个价格。",0
京东的送货服务和态度确实还可以。不过三丧的这个做工真是人吐槽，边缘缝隙和home键缝隙都不算小，和htc的品控比都不遑多让。此外，国行的系统也是让人醉了。这台是惠州产的，不知道天津产的怎么样,0
"京东的预售简直就是坑到极点。到现在还没卖完，就狂送赠品，也能用券了。你们考虑过当时首发的时候0点抢着付款的人的感受么。
当然手机还是很值的。",0
京东真恶心，今天刚到货。上网站一看，又降价150元。另外，请把发票开给我。包装盒里面就一个手机，发票和销货清单都没有！,0
京东自营在我的心里的信任排行榜已经下调到与xx 宝同级别！,0
"京东自营的就是得赞，虽然和卖场一样的银子，但是送了好多赠品，就是划算。 屏幕大小合适,系统用的习惯,配件质量还好！",0
京东速度快、东西正、常买了,0
"京东速度挺赞的，但是骚星  还是有很多待提高，
1  卡槽那个地方有点突出，有点膈手
2   耗电有点快，开机百分之三十的电用了半个小时就12了
3   快冲手机发热严重  要炸
4  软件乱七八糟  不知所云   还是要从用户体验上来升级",0
京东配货越来越失望，售后服务也太烂了，本来是生日礼物，拖了四天才送达，害得我不单出钱还要赔不是，找三次客服不是帮你解决，而是提建议让我退款了实体店买！这样的员工有什么用！不会灭火还浇油，我是老板的话，全换了算了！用了两个多月，反应说卡机的次数比较多，充电也不是90分钟，建议不贴保护膜，裸机的感觉很爽！时尚感很强，还是比较喜欢的，特别是充电，任意放都能充，太舒服了！,0
什么也不说了，摄像头后面框里有气泡杂质,0
什么也不说了，机子不错。这个月手机费都给京东了。,0
什么嘛，一玩游戏就闪退，有些插件就用不了。唉，失望的。,0
什么嘛，说的那么好，结果寄过来一看，就一个从电视耳机，其他就没了，无线充呢，，，，，给你个小差评,0
什么电池啊，16号才收到的手机，充满电不用手机只能管半天就没有电了，什么原因。,0
什么都好，就是3天就从*降到*，还不给申请价格保护？什么意思嘛！,0
什么都挺好，但是曲屏两侧的误操作率太高，拿手机的手都不能踏踏实实的握着手机，要控制手掌平着，手机平放在手上，才没有误操作，正常拿手机，连大拇指下面的肉都会带来误操作，照相时最难受，只有手有地方接触到侧面屏幕，都没法拍照。根据实际体验，曲屏在使用时让人深感不便。,0
"今天中午到货，用了半天。非常失望：应用流畅度还有速度不如5s, 发热量太大、单手操作时经常误操作（原因屏边框太窄），结论是： 我后悔死了，不推荐购买！",0
今天刚到手，就发现赠品更换了，自拍杆变成蓝牙耳机了！郁闷啊！那我也只能退单了，再下订单了！我不怕折腾！实在不行了，不买了！,0
今天刚到货的手机，为什么用电那么快？充电跟蜗牛一样？,0
今天刚收到 试用中  不过快递为什么没有防震保护,0
今天刚收到，不知道用久了会怎么样，到时候再说吧。,0
今天刚收到手机，第一感觉还不错。但是用了一会就觉得不行了，第一是耗电太快了，不到2个小时，电量从50%直接掉到20%。并且更新东西的时候，手机烫得跟什么似的。真心觉得不好。这是最大的问题，其他都满意。,0
今年一直心心念念的一部手机，从下单到到手一共12个小时，快递员太忙我是自己去京东派提的。打开包装的时候一直还以为是一部没问题的手机，结果还是被同学发现左下角有坏点（好像听说是漏液？），这种情况我在讨论群里看到过。当时本着实用的原则想想也算了懒得费功夫去退了，结果群里个个都坚持让我退，为森么我花钱就要买到次品？希望京东不要再把这些有问题的机搞出来卖了，消费者又不是傻子，发现不对劲终归还是要换货甚至退货。给三星纯属是个人非常喜欢三星这个牌子（目前在用S6），京东好好想想吧！早上去换货，真的希望不要再让我失望了......,0
今年在京东购买手机问题太多。目前为止买了四个手机，这个手机用两个月开关机键死了。另外三个修了好几次，奔溃,0
介绍中没有说明sim2卡槽和TF卡共用，装了TF卡就不能用双卡。,0
从iphone6转过来，还是有些失望的，解锁成功率没苹果高，自拍摄像头在开视频的时候，看上去吓人，电量没那么经用，有的软件没法装，装了没法用，可能软件还没适配安卓6.0，曲面屏除了好看倒有点起副作用，就是会影响曲面位置按键的准确性，系统还是不够简洁，有些繁琐和很多不实用的东西，用了两天暂时没有惊喜&hellip;&hellip;,0
从S2到S5用的三星一直是天津产的，这次收到的是惠州产的。耳机孔和电源口有明显毛糙.百度了一下说天津产的要好点。实体店都是天津产的.5.0的安卓系统比之前优化了很多。很简约，自带软件都能删除。指纹识别也不需要挪动手指。和iphone一样，识别速度比iphone快。系统占用空间6GB。ram只有2.6GB，自带设备管理器。可以抛弃360了。外观应该是最大的亮点。简单说，装B利器，仅仅是好看而已。曲面显示夜间时钟正面会泛白光.因为是曲面，贴膜效果不理想，建议配翻盖皮套,0
从订货到到手整整半个月 虽然不知道道出了什么问题 但是整个购买体验是很不好的 手机是好东西 也没出现网上说的各种毛病 准备多用几天试试 颜色比想象的要深 其实曲面屏也就这样 习惯了都差不多 手感有点难以把持 总而言之 产品五星 服务一星 有欺骗消费者的意味,0
从郑州到洛阳给我送了五天。郁闷！我想知道评论有什么用？评论了不改和没说有啥区别？京东做大了没以前好用了。,0
付款时的激动，之后的等待，收到后发现有小瑕疵，第一次屏幕外围缝隙大，换货，第二次外边掉漆，纠结了半天选择退货。,0
以前用S5，S6入手后本以为很牛叉，电池续航能力差，听筒不理想，贴膜不能用，root不能安装。唯一好处就是拍照性价比好于某水果6破拉丝。,0
价位有点高,0
价位跌幅太离谱!性价比一般!,0
价格不便宜，刚买完就促销送礼品。你让我心里很不舒服。手机外观颜值很高，大气上档次，运行速度挺快。,0
价格价格价格不稳定。 手机还行。 带到外国用了。,0
价格太贵，感觉不值啊！,0
价格居然比实体店贵100，真晕！,0
价格真是跳水王啊，这才多久就降了300还有红包可以领，当初我买的时候什么都没有优惠，真是坑人，机器误触确实严重尤其手小的用户的确不方便，还有续航感觉不是很给力啊，还有一点背面的玻璃是指纹收集器，特别容易沾指纹，手机膜也特别不好贴啊,0
价格虚高了，没有说的那么好，和二千左右的机感受也差不了多少，送的赠品还没到！,0
价格高一点，机子好不错，便宜一点就好了！,0
价格高了点，人家还送无线电源，也没有。,0
"优点，颜值高，唯一的优点。
缺点：（1）反应速度比我2年前买的国产某品牌只快了一点点，真没想到。（2）把能关掉的应用都关掉了，耗电量还是太大。中度使用，一天也成问题。电池这么不经用，也出乎我的意料。
从包装看看，是正品。",0
"优点:①三星S7解决了三星手机历来不能关闭快门音的缺点(因为国产机的这功能很普及)，这是我买S7的主要原因。②其次，可以内存卡扩展了，毕竟对于可以录制4K的手机来说，容量多多益善。(去年的S6和Note5禁用内存卡,的确不好)。缺点: ①取消了长按最近任务键是菜单键的功能，变为了长按是分屏。虽然长按返回键是菜单键，但是对于有些按下返回键立刻返回的app无法调出菜单，比如说抠抠和京东。②在文件管理器中打开视频文件，会提示选择什么软件來播放，但是一旦选择某一个软件进行播放，以后点击视频文件都是默认一直用它來播放。而不是像国产机，有一个&ldquo;仅此一次&rdquo;的选项。因为有仅此一次选项，可以在下次打开视频文件时，再次选择用什么软件播放。因为不同的播放软件各有功能优势。③与&ldquo;vplayer&rdquo;这个播放器兼容不好，无法使用该播放器的放大视频功能。",0
"优点：外形超级赞，屏幕大，屏占比大，续航出色，充电很快。系统也还行，我工作需要经常要用到计算器，三星自带的计算器还蛮好用的。相机没怎么用,不做评价。
缺点：WIFI连接不会自动切啊，（去隔壁家，手机也不会自动切到隔壁家的WIFI，还是会连在此时信号根本搜不到的家里WIFI上面，）
还有让我最后退货的根本原因，屏幕偏色，看自带壁纸还蛮绚丽的，看其他就不行了，白色都是发黄，我不知道是我拿到的个例还是三星屏幕本来就这样。
最后感谢下京东的售后，退货非常快，售后、送货员态度也很好,用了4、5天退货挺不好意思的，。",0
优点：外观漂亮、拍照清晰。缺点：我就常用微信、qq和浏览网页 感觉和之前的note3也没有什么区别，性价比较低。,0
"优点：屏幕大小合适，外观漂亮！物流速度快！
缺点：容易发热，手机信号差。价格高。虽然我买的时候比别人便宜一点，但是还是觉得价格高了，而且现在写评价也没有卷，觉得给两星已经很高了！",0
"优点：漂亮
缺点：曲边显示有点别扭；曲边容易误触；
网页切换比米3还慢，不知道是不是因为分辨率太高。一",0
优点：虽然贵了100，但是移动电源和无线充电都变成了快充，也是冲这个买的。缺点：无线冲说好的白色变成黑色，说好的移动电源金色也变成了深蓝色，镜面壳以为是翻盖的，结果就是个塑料的后壳！,0
优点就不讲了；首先相对6s发热快有明显的感觉，即使不玩游戏也发热。昨天收到的，今天早上自动重启了一次，之后希望不会有这样的事情发生。打字的时候有点滞待，没有苹果那么顺。还有耗电真的快。总体可以接受，相对也有自身的优势。,0
优点想必大家都知道了，用了几天的我说说缺点，首先，曲面屏除了增加颜值，并没什么卵用，反而容易勿触，而且其实并不比s7漂亮很多，至少不比s6漂亮多少；其次，掉电有点快，虽然2k屏幕有预期了，但还是比想象中快很多，基本撑不过八小时；第三，指纹解锁有点慢，这可能跟我手容易出汗有关系，经常不匹配.目前主要这三个问题，其他暂时都还好，对得起这个价格,0
会来追加的,0
传说中的两张贴纸，我就想知道各位新手机里面有没有预装的百度地图！难道遇到了传说中的&ldquo;二手东&rdquo;？,0
传说中的大猩猩4代比较扯 平时就放口袋 别的什么都不装 第二天就莫名其妙的多了一小道划痕 不舒服,0
伤自尊！伤心京东！伤心三星。买一天！就掉价*不敢出手了！换美货吧!安然神伤的走了,0
估摸新疆的库存比较实在，除了充电器座充感觉不真实，还不到一个月就降价了这两条抛开不说，手机还是不错的，耗电量快和发热是通病，理解,0
但是，不好的是突然机器没声音，恢复原厂设置还是不行，过了7天只好换货，否则肯定退货。华而不实，后悔没买华为。也难怪最近听说三星不行了，这种产品也敢上市，害人不浅。,0
但是打开照相会卡，有时候打开相片都卡,0
体验是不错 机器外观也很棒 就是屏幕上有个鼓包 还有细小划痕 已经退了 希望下次还有机会在买,0
作为旗舰，可能是安卓手机里品控最好的了吧，就是三星手机价格，犹如高台跳水，让人不舒服,0
作为第一批预定又重新下单的京东死忠 这次真的不想多说什么 公道自在人心  第一次差评！给你三分 多一分怕你骄傲 少一分怕你愧疚！,0
你们买的s7屏幕偏色严不严重啊？ 给我发的 跟实体店的相差太多。已经换货了，要是还不满意的话只能退掉从实体店买了&hellip;,0
你们有发现微信通话时有时候没声音吗,0
你们用手机光源照手机有没有很多划痕的感觉 我这个如果用手电一照屏幕满屏全都是划痕就像用了很久的感觉 ,0
你们的手机听筒有杂音吗？手机很容易发烫，后台程序很多,0
你们这京东快递是不是有病啊。 我这收不到京东让你转顺丰，不给我转   买个破手机等了快递10几天，  气死宝宝了。    破京东赶紧倒闭吧,0
你马！我的发票呢？！？！？！手机发烫还是比较严重。,0
使用一星期，其他还好就是电池太不给力了，待机都掉好多电，还是苹果待机厉害。,0
使用上还是很顺手的，我就不明白的是：为什么每次重启后有80%的APP要重装才能用？否则闪退。,0
"使用两天感觉
优点：颜值高，显示清晰舒服，拍照效果一流！运行流畅！
缺点：1.电池不耐用，轻度使用一天两充；
            2.发热问题比较明显；
            3.握持手感不好，搁手，不如小米note舒服。",0
使用了3天确认。。。还不错，送的镜面手机壳真心不错，人家手机店贴膜的都说这个壳子很不错。。手机嘛挺赞，就是电池实在连吐槽的心思都没有了。。。续航能力感觉连我的note2都不如。。,0
使用了几天，才发现耳机插孔是坏的，耳机插入没有反应，正在申请换货中,0
使用了半个月，曲屏、无线充电，就是冲着这几点买的。但是机子使用上有些不尽人意，这半个月都死机两次，卡顿本来就是三星的诟病，在S6上体现的淋漓尽致。再说说电池，那也让人汗颜！早知道就买6S啦！,0
"使用了整10天了，优点有3点:
1 外观漂亮，配上官方的外壳以后手感好。
2 屏幕一流，可以说是目前顶级的屏幕了。
3 Touchwize较优化程度高，流畅度的提升很明显。
但是，缺点也是很明显的:
1 手机的续航能力不理想，中等强度使用无法坚持一整天。
2 64位处理器的兼容性较苹果来说，不理想。希望能加强对软件生态圈的投入。
个人的观点，如果有意购买的朋友但之前用过苹果的朋友，可以继续等待几个月，迎接果7的到来。
                                                            之前一直使用安卓机的朋友，建议在等一等，等待价格趋于合理的时候在入手
土豪，逼格者随意！",0
使用以后真的还是觉得蛮不错    安卓系统有的时候会觉得很慢 但是这次用过之后发现真的卡，以前我用苹果流不知道为什,0
使用快一个月才来评价的。双11买的，价格降了不少，但是手机质量真不行，首先是后面相机里面有个黑点，照出来照片上一直有个黑点存在，看着很不舒服，开始没发现，用了一周发现的懒的退了。其次，手机内存占用太大，平时什么软件不开也是在70%以上，而且三星安装了一堆没用的软件还删不掉。外观虽然可以，但一个星期不到侧边已经磕坏了一块，能选择的膜也都不太理想。最后，相机照出来的效果真是太一般了，感觉不是很清晰，稍一放大看就是糊的厉害，还没华为荣耀6的效果好，总之，后悔没买苹果了，三星确实不行。,0
使用较正常，就是手机散热性能一般！,0
侧屏 看时间久了 头晕！而且功能不够好！只能添加个联系人 深表失望,0
侧屏其实也没什么用，感觉没有广告上说的那么好，三星感觉这些年没什么变化，S系列真不如Note系列,0
侧屏易误碰。这产品的一大缺陷,0
侧屏根本没法用，充电慢的要死，手机发烫严重，而且待机时间太短，睡前剩下37%，早上自动关机。超级无语&hellip;&hellip;,0
侧键，音量键和开关机键  按不动，一点弹性感都没有，  特别硬 不像正常手机按下去弹起来  这个就按不动！！按不动你懂么！！！！,0
保护套什么都送了一大堆，就是保护膜觉得哭笑不得，像三角裤一样贴中间？希望尽快改进，我买了两台，还得自己再去找贴全屏的保护膜,0
信号不好 按键不灵 网速慢 外观第一好看给你三个,0
信号不好，好烦。,0
信号不行，下电快,0
信号差，屏幕没有宣传的那么耐用，已经出现多处划痕了。,0
信号差，散热不行。,0
信号差！一般！不值这些钱！,0
信号差点,0
信号接收不是很好，逛商场竟然几次都打不出去电话，信号格很弱，借了朋友手机直接就拨通了。使用一周后出现指纹锁无法识别，在售后升级了系统，信息都刷掉了。之后的使用中几次出现卡机。除了外型漂亮外，真找不到好评的理由。,0
信号时好时坏，打电话有时声音变电子音，触屏有时候还不太灵敏。其他还可以，总体感觉不太值,0
信号非常的不好 不稳定 申请换货中 如果还不行 那就退货 申请不了的话 以后打算不在京东购物了 也不再买三星了 这样的价格 这样的配置手机确实这样的信号 还是HTC好,0
做工，真的很一般！边框有嗑了的痕迹！框与面有缝！不如米4做工好！,0
做工一半,0
做工不错，漂亮，就是刚拿到第二天用前置自拍发现摄像头卡顿，花屏，后置没任何问题，感觉没爱了,0
做工太差    太差   太差,0
做工比苹果6s差的不是一点 卡拖还是塑料的，中框和玻璃之间缝隙太大不知道是品控还是设计  反正没有5688价格应该有的精细感  曲面屛 除了装逼 就只有窝心 金属中框比玻璃突出不割手才怪呢！三星的设计师真的是吃。。。的吗,0
做工真的差，用了一个星期摄像头边框就掉漆，听筒也掉漆，home键几条划痕。五月26号买的买成4888。两天就降价800。关键是这质量真的是差。,0
偶尔会跳频是什么情况?,0
偶尔打电话听不见声音,0
偶尔接触不灵,0
催什么催，不就一个评价吗。我不会评价是吗要你催，至于手机如何正在使用中不方便评价，后期追评,0
"像素不对，不好用。
l",0
像素可以 就是太卡了,0
像素太差了，看个视频都没有高清，电池也不耐用，一会就没电了,0
充满电可用10小时，3000mAh太鸡肋了,0
充电不是很快，反应还可以。,0
充电发热，感觉电很快用玩，待机电也快,0
充电发热，烫手，不怎的，手机越用越慢。,0
充电口有毛边 说明书盒子也是开着的 卡针都掉了 还没有发票 不知道是不是正品货,0
充电器是坏的 系统太卡了刚买来就这样 个人都认为是翻新机,0
充电器都没有，而且感觉服务有问题。换都不给换,0
充电时下软件时机体发热 机型美观 充满电可待机一天 像素高 触摸屏有时有误差 总体来讲跟苹果比还可以,0
充电时发热严重，下载点东西也发热严重，运行速不错。,0
充电的时候烫的不行，外观还是蛮漂亮的，用了没几天指纹识别老是出错，而且价格降了近一千块钱，前后也就不到两个星期&hellip;&hellip;以后在京东买东西还是慎重点好,0
先不说手机好不好，平时在京东上买东西都会送到店里，今天有事出去他就偏偏不送。手机贵重东西应该送货上门。很不开心,0
先不说手机怎么样，大家看看这包装，这是去菜市场买东西，一点也没有安全措施，我真是无语了，对京东快递彻底是失望了，又不是只有京东有售，我真是不敢再光顾了。,0
先是数据线坏了。现在无法更换主题。,0
先用用看,0
"先给个概括，确实是安卓阵营能和iphone6较高低的唯一机器，综合能力很强，颜值弥补三桑以前的渣，不过也就6.5分水准。和好看的机器例如SONY摆在一起就能明显看出颜值不过，曲屏倒是很炫。优点不说了说点缺点。
耗电大，大家一定要到处备好充电的和移动电源。长玩的真的会受不了。待机短。
细节不够，充电口附近的开口就扬声器和麦克居然都不是对齐的！还有一点就是不够美！其他也没什么了，综合真的很强。",0
先说下JD，真真儿是狗一样的存在，没什么信誉可言，相信5月份买这款手机的都体验到了，客服更是没经过培训就上岗的，除了敷衍毛都不会。说手机，对于这款S6 EDGE用了大概快一个月了。真实体验：系统不流畅 会卡 反应慢 我卸载个APP 手机竟然重启了 重启了 自己重启了 （重要的事儿说三遍）还能再脆弱点儿么？闹钟功能很差 一个设定最多只有三遍叫醒 我要很多遍 我要一直叫我那种 因为这个迟到了几次了 另外这款手机的耗电量我也是醉了 前些日子出差 早上充满了 下午4点左右 手机竟然没电了！！ 原装线充电比较快 但用充电宝的线我就呵呵了 龟速充电 持续使用1个小时就非常烫手了！当然，手机的优点也是有的：分辨率高，图色艳丽，拍照功能也挺强大的（双击HOME键快速启动照相功能，根本没有所谓0.7秒那么快{做好产品再吹NB成么？}） 再一个就是棒子货，外观都不会差~外观+内置主题都很适合女生；系统内置S健康功能很强大，不需要手环等外置设备支持，手机自己搞定。摄像头旁边配有MEMS，测心率、压力等；计步、睡眠等健康相关功能是这个手机的一大亮点。字数有限，总体来说，这款手机就是虚有其表。IPONE6S出了，肯定毫不犹豫把这手机卖了~！,0
先说优点，颜值比苹果6强太多，2k双曲面屏美炸，虽然摄像头还是很丑，背面玻璃反光下也很好看，配置强，拍照一流，支持无线充电，快冲一个半小时不到充满。缺点也不少，金属边框割手，曲面部分非常容易误碰误操作，功能也鸡肋，指纹识别率不够高出现过一次没法解锁，三星系统优化还是不行浪费那么好的处理器，虽然流畅但没有ios那么跟手，最大问题是发热耗电严重，不游戏亮屏使用四小时多，这点电池容量配2K屏幕太勉强了。,0
"先说说这手机的确很赞，安卓机皇实至名归！不过这跟京东没半毛钱关系。
再说说这发货，本人3次提交订单最后才受理，是因为我点了货到付款吗？让我等了3天！
再再说京东这广告，说好的原厂镜面手机保护壳呢？拿个破手机后壳忽悠谁呢！希望讨个说法。
还有就是意外保单和赠话费，不要食言。
电子产品不好说，先用5`6天再考虑上图。
三颗星给三星吧",0
入手一个半月了，音量键+键松软无力，原来是黏上脏东西了，用湿巾擦了好了，然后充电感觉没有之前快了，手机也开始有点卡了，像素棒棒的，夜间效果不太满意！总体来说比较满意，希望对大家有帮助！,0
入手三天，试玩了下，总体还可以。发热问题依然严重，~的是内存卡和sim副卡只能选择一个安装。,0
入手第二部了,0
公正的说快速充电，无线充电是不错。总体没我也在京东买的苹果6plus好。哎，用惯了三星，这次伤心了，其他系统用不惯！,0
其他人帮忙代收的，还没有拆机使用，但是显示那么多的赠品竟然没有一个，难道玩下分期付款竟然这样的待遇呢，一下子非常不爽。,0
其他方面都很好。不好的：1.发热，开个网页机身也发热；2.早上八点到下午六点一点都没用过耗电50%；3.内存默认就剩下500M多点，当很流畅。发热续航短无法接受，买个旗舰机竟然发热一天两充玩毛，退货了。也不知道是我刚好拿到次品还是怎么的！个人用了就这个状况。,0
其他的都挺好的，就是屏幕有点不太好使，有时候没按手机自己打开软件了。,0
其他还好，就是边上的缝太大了,0
其他还好！就是发热量太大了~~~~,0
其他还行就是电池太不耐用了,0
其他都挺好，好久没用三星真心不知道机子热到这种地步了,0
其他都还可以，外观也漂亮，就是电太不够用了,0
其他都还好 就是价格和官网一样贵！,0
其他都还好，就是电池，充满只能用7个小时左右。我的心啊。阿西。电池。。。电池,0
其它还好！就屏幕容易碎！！！,0
其它还好就是屏幕有一点漏液，二手东就那样，懒得换了，就这样用吧！,0
其实可以做厚点，电池加大点的，太薄，手感不是很佳。系统占用内存太高，而且阴阳屏也还是没有改善,0
其实我就是喜欢这个曲面屏，完胜爱疯！就是价格太贵了，感觉还是不值。安卓系统流畅性比不过IOS。土亢爹的国行居然把谷歌彻底移除了，真是土亢爹啊！,0
其实我想说给1星的，就是这个死电信卡坑了比港版多600多，全网通心都碎了，但自己选了就没什么好说，要怪只能怪中国电信真心坑，手机是不错的，所以就3星了！话说回来：S6E真的很有型，很能装B，可惜不是双卡，就选S6了！,0
其实整体挺好，但买来才两天，真的没怎么磕碰，摄像头区域就掉漆，售后的意思是外观不仅不属于质量问题，还不能退换货。送的手环第一次使用就显示已和别的手机绑定过，用不了，还得单独换货。,0
其实这个手机不怎么好用，来电话接听有时接不了，还有触控不方便，看像还是不错,0
内存太小，最重要的是耗电太快了，只能用半天,0
冲电烫的要死。还有一直在系统更新，结果就是更新不完。。没想象中的那么好。。,0
凑合用吧，贴膜不好贴，别的还好，玩有些游戏玩不了,0
分辨率不如苹果，手机流畅度也不如苹果好。有时会卡机,0
刚买1个月，死机10多次了，打着电话还莫名的断线了，联系客服了，让去三星售后检查下，现在忙，没时间去，等检查完了在看看怎么回事吧！,0
刚买一个月就降价800,0
刚买上就降价,0
刚买不到一个月。挺多问题，有时候安装的app图标会变灰色，使用网络有时候会不显示，重启后就好了。 好多BUG，不知道是系统问题 还是手机硬件问题,0
刚买不到两星期就降*，   太郁闷。   手机触摸感觉也不是很灵敏， 下的部落冲突，有时候点都点不动。,0
刚买了10天就降了500大洋 三星真是跳水王,0
刚买了6天就便宜600、说白条购买不能退保差价&hellip;把欠款全还上还是不能退差价、按7天无理由退货、发票丢了就要扣除百分之17的税点！！一个手机5288.丢了发票就要补898.96的税、从大家电到小日常用品都在京东购买、手机一年就买了好几个、还有两个发回来就没发票的、真是服了&hellip;买了京东这么多年东西、就退过一件熬不熟粥的锅、现在手机一下子降好几百、退货不划算&hellip;差价不给退、现在这服务质量越来越令人咂舌、你们这样做无良商家真的好吗,0
刚买了半天 突然降价800 撕心裂肺啊 和客服交涉之后说是要反300京券 但是还没收到,0
刚买了拆开了，开开机发现屏幕左下有几个不规则的小黑点。已经换货了，希望不要在弄这种残次机了。另外喇叭下口有点划痕，怀疑是二手。,0
刚买了没一周就黑屏，我也是醉了。真心不好,0
刚买京东就降价，说什么价格保护，其实就是店大欺客，根本就没用，第一次给京东差评，以后不会只看京东了,0
刚买几天  不是微信黑屏  就是卡机。。呵呵哒,0
刚买到手就有问题别的不想多说了，售后的服务态度还是很好的。,0
刚买十天就掉了800，三星真坑人,0
刚买回来还可以。但用了几天之后，屏幕不是很灵活，有时候开机。是不是新出来的有些问题没处理好呢！感觉不值这个价钱。,0
刚买就掉价啦！我的心?啊啊啊啊啊,0
刚买就有毛病无语还不到15天哪,0
"刚买就降，恶心 

",0
刚买就降800  太坑  太坑  太坑,0
刚买就降价,0
刚买就降价。只能呵呵了。,0
刚买手机，不到8小时，手机就黑屏，开机开不了，在网上咨询，知道如何强行开机，不好，太不可事宜。,0
刚买来 下了点软件  用用在评论吧,0
刚买来用就发烫，难以想象！想退了！,0
刚买的新的，打开以后背部顶端有划痕，多少猜到京东会有返厂退货的拿出来再卖，不过还是很不开心，太影响用户体验了。继续这样作吧，早晚把这个网站给玩完了。,0
刚入手，不解的是入网许可证贴手机后盖外面在。请问是不是翻新机哦。此机后盖又拆不开，还得专业人员才能拆。。。,0
刚入手几天，就降了800块，这也太坑人了吧？,0
刚刚上手，感觉不是很好用，只是外观好看而已。。,0
